,question_title,answer_url,author_name,fans_count,created_time,updated_time,comment_count,voteup_count,content,V1,V2,sen_scores,sen_label
0,你后悔选择人力资源工作吗？,https://www.zhihu.com/question/375010303/answer/1831056707,灯下说书�?262161,2021-04-12T06:43:51.000Z,2021-09-01T09:37:56.000Z,11,83,,先表明下答题资格吧：前人力资源从业者，非甲�?HR，一直是乙方咨询顾问再抛结论：选择的时候不后悔，但后来转行了这要从当初选择这个行业的原因说起：曾经在你大学的专业是什么？毕业后的工作是怎样和专业结合的�?回答里写过，上学时我希望去到互联网行业，做用户研究工作我希望生活的城市都没有互联网大厂，用研这种只有在总部有的职能自然不会在二线城市有机会。但学心理学这件事「来都来了」，半路放弃太不划算，所以在「我所在的城市有机会�?「心理学相关」这两者的交集里选择了人才测评行业。入行后才知道，咨询顾问的岗位非常欢迎心理学专业的学生，因为业务的底层逻辑是心理测量学，因此觉得「学有所用」，不后悔。不后悔的另一个层面是，因为乙方的身份，能接触各种行业，了解他们的商业模式，甚至用人的特点和痛点，接触的人除了负责人力工作的客户，还有比较高层的管理者，和这些人的对话交流，都能学到不少知识。当然，题主的主要角色是甲方HR，而甲方HR工作最大的特点和难点有几点1、工作的「客户」是组织里的同事，无法选择不像我们，如果某家客户比较「奇葩」，做完项目可以不再打交道，甚至硬气一些的公司，会觉得某个项目的投产比不高，不再接某个客户的这类项目，或者想办法改变客户做项目的思路。毕竟咨询公司扮演的是专业角色，可以在专业层面尽力影响客户的决策�?、做着看起来是「公司管理」的事，需要代表组织传递很多信息给员工，也不能忘掉自己是组织和员工中间桥梁的角色。这中间的度很难拿捏，很多人天然认为HR代表公司的利益，全都为公司说话，而在种种决策中忽略员工的感受。我也见过很棒的bp，尽力在组织和员工中间寻找平衡，帮员工发声，传递一线的声音。至于我为什么转行，当然是有个可以让我「回到」一开始就想去的互联网公司的机会摆在我面前，但在这之前我有很多的考虑。我所在的城市成都，人力资源服务类的公司不少，但也不多，大部分集中在外包、招聘服务层面，测评类的公司很少，并且我已经站在了天花板上。曾经我还盘算过人力资源四大（美世、翰威特、合益、韬睿惠悦）在蓉的办事处机会，发现当时（14-17年左右）只有翰威特有成都办事处，后来也关停了。以及传统四大（德勤、安永、普华永道、毕马威），这老四家，在成都都有分公司，其中有人力资源业务的是德勤和毕马威。如果我把德勤和毕马威作为咨询顾问职业道路的目标，那么我需要解决几个困难：1、语言问题作为一个六级擦边过，毕业后就完全丢掉英文的人来说，要把英文作为工作语言很有挑战，我需要重拾很多丢下的东西，并且之前也并不优秀�?、咨询业务的范围拓展过去，我做的都是测评类业务，而传统咨询所谓的「老三篇」（绩效、薪酬、岗位）业务，我涉足甚少，从业务的跨度来讲，没有过经验，要进入四大的范围，有一定困难，当然也不绝对。后来我放弃了把英文作为工作语言的想法，挑战自己不擅长的领域实在困难，有工具帮我解决基本问题，没有必要再花精力去解决困难，尤其当下的中国互联网行业，对英文要求不高。说回题目，人力资源工作，不论甲乙方，天花板也确实摆在这里，尤其甲方更「难受」的一点是，不属于公司核心业务部门，难免重要性不被认可，如果所在公司的人力资源部门仅仅是执行老板意愿指令的团队，那么这个公司的HR同仁们也无法真正站在公司和业务的视角思考人才管理、组织管理，个人职业发展难免受限。一些来自乙方视角的思考，希望对题主有点帮助�?, , ,0.00250597,-1
1,你后悔选择人力资源工作吗？,https://www.zhihu.com/question/375010303/answer/2097913843,梨花与虎,170623,2021-09-01T16:54:44.000Z,2021-09-19T09:22:27.000Z,59,275,我要说不后悔，那在大多数时间都是假的。甭管人力资源工作的学术高度有多高，被管理专家上升到战略层面云云，它在现实中多半都是打杂和背锅的。我可以这样讲，在公司上市以前，人力资源在所有公司内部都是边缘部门。一家公司的创立、生存和发展，总会有一个核心驱动力，要么是营销和市场，要么是产品和技术，也有可能就是单纯有钱，启动资�?0个亿随便你烧。但我还从没听过哪家公司创立的初衷和发展的驱动力是“人力资源”。在一家企业的大部分生命周期内，按照各位理解本应属于人力资源部门的用人权、晋升权、考核标准、涨薪权、辞退权都不属于人力资源部本身，他们是被分散到最高决策者和各部门负责人身上的。用大白话讲，就是想招谁、想用谁、想提拔谁、想辞退谁、想给谁涨工资，这些职场上的实权都不掌握在搞人事的人手里。只有在需要擦屁股、洗地和收拾烂摊子的时候，才需要HR站出来，当仁不让的唱那出白脸。是的我懂，企业家在做大以后喜欢讲“最重要的资源是人”，但企业家口里的“资源”和人力资源角度上的资源不同。甚至他们嘴里的“人”和人力资源意义上的“人”也不一样。通常只有在一家公司引入多家投资人，形成复杂的股权关系；在“老板”不再直接参与经营和管理，在总经理职务由相对纯粹的职业经理人角色担纲，在体量规模和业务复杂程度超出创始团队的直接管理以后，人力资源角色才有可能摆脱工具人角色，开始发挥现代人力资源管理学意义上的作用。然而能走到这一步的公司又能有多少？大多数公司都是中小微企业，在这些企业里搞人力资源�?，大多数人一辈子都进入不了权力核心，也赚不到什么钱，整天背锅、受气。混的好的能当个招聘、算工资和管劳动合同的工具人，混的不好的连保洁、订水和收发快递都兼着。我�?0岁到28岁，先后在多家公司担任过行政人事专员、人力资源专员、薪酬绩效主管、招聘经理、HRM和HRD，这是我整个HR从业经历里的感触。（评论区有2位朋友说�?年跳�?次槽，肯定对每个岗位理解都不深。亲爱的，做�?个岗位不等于换了6家公司啊~总不能干�?年还是人事专员吧？）但是在转运营、带项目进而创业以后，我对人力资源工作的理解有了新的变化。业务和技术出身的老板，在公司发展初期会起到很重要的作用，他们往往能给公司带来大额订单，或者掌握专利技术，在产品研发里发挥关键作用。但是在公司站稳脚跟、谋求新的突破时，往往就会来到第一条门槛。业务条线出身的老板，经常会忽略流程、规则、激励、奖惩、法律、税务等方面的问题。他们习惯了亲自带队上阵冲锋，很难适应运筹帷幄、指挥调度的新角色。他们总是觉得离了自己这单业务就跑不下来，这款新产品就做不到完美，他们亲自参与每一项工作、为每一个决策拍板，自己累得要死，下属无所适从。他们往往还会不自觉的影响到内部的资源分配，毕竟做下属的谁不想把工作做到老板看得见的地方。因此其他重要但幕后的工作，就会形成真空。我见过无数的创业公司，死在这条门槛上。活下来的老板，毫无例外的会开始读书、从管理学书籍上寻找答案；开始思考流程和支点，开始和各路大佬烹茶论道，开始读MBA……总要死过一次，才能理解“人”是公司最重要的资源，是所有问题的答案，是公司前进的核心驱动力。而我因为做人力资源出身，也就是传统意义上的后勤工作，在很多年里都和业务一线保持一定的距离。我无法亲自上阵影响业务推进，只能通过人力调度、资源分配来为公司发展进一份力，这种间接参与业务的方式，让我在做项目和创业时轻易就跨过了上文提到的门槛。而在亲自参与一线业务工作以后，在独立创业以后，在感受到钱一分一厘从手里流失以后，我对人力资源工作的理解也更深刻了。原来站在HR角度看业务，像隔岸观火，现在亲自下场了，正如那句诗：绝知此事要躬行。当然，后来我发现创业也没什么鸟意思。干人力资源赚不到钱，创业更赚不到钱，做实业的利润比炒房和买基金差远了。于是干脆失业躺平，生活从此豁然开朗。＿＿＿＿＿＿＿更一下，有些HR朋友看完本文很介意，觉得我在诋毁人力资源工作，觉得我瞧不起HR，然而我并无此意。如果你一毕业就在世界100强、行业TOP3公司圈子里做事，那本文所述和你确实没什么交集。我说的很清楚，本文适用条件是中小微企业。中国不是只有北上广�?个城市，也不是只有BATMH这些高大上的互联网公司，如果本文冒犯了你的工作和信仰，那我向你道歉�?, , ,0.00108316,-1
2,你后悔选择人力资源工作吗？,https://www.zhihu.com/question/375010303/answer/2281972764,星月�?3360,2021-12-22T11:56:13.000Z,2022-09-03T14:52:45.000Z,82,561, , , , ,0.52623278,0
3,你后悔选择人力资源工作吗？,https://www.zhihu.com/question/375010303/answer/2524675417,李观,13643,2022-06-11T13:51:30.000Z,2022-09-02T15:53:04.000Z,87,356,谈不上后悔，但必须承认人力资源这个领域内人和人真的差异极大，可以说冰火两重天了。大厂HRD或者COE资深专家可以叫HR，小公司人事行政也可以叫HR，但是不管是工作内容、地位待遇，都可以说不是一个岗位了。本人本硕都是人力，加上实习待过六七家公司，互联网大厂、金融券商保险、科技公司都待过，招聘配置、人才管理、组织发展、薪酬绩效、培训学发、HRBP都经历过，应该说有一定发言权了。这个专业其实是自己选的，武大经管培养方案是经济管理专业打通任选的，你可以在金融财政保险经济财会人管市营工管供应链管工里选择方向。当时理由也很简单，性格角度喜欢和人打交道，偏沟通的工作。理性角度，还是觉得未来高技术行业，最值钱的是人，最有管理重要性的也是人。现实角度，人力资源这个专业本世纪初才诞生，相对没有这么成熟，翻翻各大公司cfo、cho等的简历你就会发现，cho的要求往往低很多，尤其在学历等方面，但是薪酬差的不多。客观说这个行业起步晚，整体从业人员素质不高，往高走没有那么卷。当然了，这都是读书时不那么成熟的想法了。做人力资源，行业很重要。从管理的角度看，传统工业最重要最值钱的是生产资料，厂房设备物料，因此最为重要的是财会供应链，这个是大头。打螺丝的小工就几千的薪水，一年下来才多少成本，你再精细管理再激励发展也管不出花来。互联网金融科技行业员工都是动辄一年百万级的工资成本，大厂往往都几万员工，对公司来说，最大的成本其实是用人成本。这时候如何激励、调配、发展好员工，让他们产出更多价值，对公司来说是极重要的事。因此人力资源是一个极看行业的工作，行业里人才值钱，才需要精细管理，你才值钱。这就是为什么互联网金融的普通HR每月几万薪水，一般中小制造企业每月几千薪水的原因。做人力资源，企业规模很重要。一个几百人的公司和一个十几万人的公司，管理的复杂性和技术含量是完全不一样的。比如你做人才发展的绩效或者晋升模块，几百人的公司其实只是大厂一个团队而已，场景很单一，方案其实很好设计，理论上一个小BP就应该具备这样的能力。但是如果是一个十几万人横跨各个行业各种职类人群且层级众多的企业，你要做一套适配兼容不同人群不同业务，平衡好集团一致性和业务差异性的职级晋升方案就很难了，需要非常专业的专家才可以胜任。匹配这种能力的薪水当然也是不菲了。做人力资源，方向很重要。当然了，这个得看公司得看个人。打个比方，理论上在大公司，做招聘做到精通也很值钱，但是这是大公司职级体系很完善，打通了招聘线职业发展通道的情况。在中小公司，领导倾向觉得招人这种活谁都可以做，给你高职级高薪水那是浪费了，你的职业天花板就是很低的。再加上客观上，招聘侧的门槛真的很低，不需要专业不需要学历，什么样的人都可以入行，更是冲击了你的价值。同样尴尬的，还有培训学发和文化沟通，因为你根本说不清你对公司业务有什么实际影响和价值？没有招聘，业务就缺人干活玩不转。没有培训，业务会少挣多少亿？你的价值无法证明，这也是为什么一到公司困难时期，人力资源培训文化部门是最容易被干掉的，典型的如字节跳动Central COE 人才发展团队（其实就是培训团队）整个被裁掉。做人力资源，企业家对人力的理解和重视程度也很重要。人力资源管理能发挥的作用往往要看公司高管如何理解人力资源，有的公司就是定位成行政和招聘，那自然是没什么地位和作用了。有的公司定位成核心竞争优势，通过精细科学的人力资源管理，从招聘、调配、评价、激励、发展多个角度激活员工产出更大价值，那你的发挥空间和技术含量就很高了，典型的如阿里巴巴和华为。不管是COE，还是HRBP的角色定位和赋予的责任是很高的，某种程度来说是和业务主管分享人事权力，保证组织、团队、个人的持续健康高效产出，让业务主管能更多投入在业务本身。因此这个行业，真的不同人差距很大。一个互联网高科技的大型公司的人力COE专家或HRD，和一个制造业的招聘人事，那可能真的是一年几百万和几万的不同。他们对人力资源管理的理解和评价也是大不一样的。如果是在大型企业做COE非招聘培训文化或者HRBP的，这是一个随时间经验增长越来越值钱的比较稳定可期待的岗位。如果是在中型公司做招聘培训的，那这是一个相对清闲但没什么发展前途的岗位。如果是在小公司做人事行政的，这是一个随着年龄增长，越来越不值钱的岗位。所以，你问人力资源从业者后不后悔，那真是人类的悲喜互不相通了。如果从我自己来说，必须承认即便一身名校学历名企经历，应届包括入职前几年也只有研发码农一半的薪水。但你不能只看贼吃肉不看贼挨打，人家什么工作强度和加班时长，还�?5岁的失业危机，并且人家来了就是能上手工作产出价值，你来了前一两年基本都是公司倒贴培养你。但这个岗位胜在，工作生活平衡性好，受年龄影响小，且可发展性强，对大厂来说，资深人力资源专家或管理者的待遇是不逊于技术研发的。人力资源管理现在也有越来越卷的趋势，应届进大厂越来越难了。如果真的有志于此、学历尚可的话，要及早做规划和准备，为自己铺路。李�?7 次咨�?.8伦敦政治经济学院 人力资源管理硕士99315 次赞同去咨询, , ,2.21e-06,-1
4,你后悔选择人力资源工作吗？,https://www.zhihu.com/question/375010303/answer/1696769151,遇见神鹿,88,2021-01-25T06:22:58.000Z,2022-10-14T02:11:17.000Z,54,213,2022�?0月更新：今天意外得知，我的HR领导，前几年还做过朋友圈微商，卖护肤品啥的……这就是站在一定高度后，选择的转行方向吗？hahaha20220608更新：HR部门真的是一家公司里最容易背锅的了……明明是产品不行工资不行福利不行，招不到人就是你HR不行明明是管理层决策不对盈利变差利润降低，裁员开除就是你HR没良心明明是大家都是来打份工而已团建无聊预算低，员工积极性不高参与度不高就是你HR动员不起来好，牛人哗哗进、业绩节节高、氛围特别棒的时候，“关你HR啥P事啊？功劳是我们XX部门的呀，你们不就是算算工资交交社保的吗？”—�?902更新：最近发现，HR这个岗位�?个特殊性：第一，HR的工作内容颗粒度很细，独立性很高，每个模块都可以成为一个独立赛道。如果有机会肯定是能接触全盘最佳。第二，业务部门的经理其实就是半个HR，这也是HR有时候被诟病“不专业”的原因。业务经理也能和你聊招聘、聊培训、聊绩效。所以HR一定要体现自己的专业度，能“镇得住”业务部门，压得住场面，不要沦为传声筒和工具人。——————分割线————不整那些虚头巴脑、为自己的公众号引流量的漂亮话，说实话：挺后悔的哈。总结原因：HR本身性质（服务部门）、个人技能积累较弱（比较虚）、收入和变现能力弱�?-------------------------------------------------------------一、人力资源工作本身的性质导致成就感低假如一个本身技术过关的程序员，他很会沟通、很懂处理人际关系、还懂管理，这些特质是不是对他如虎添翼？同样类比其他岗位，产�?市场/传媒/设计等等，是不是这个理？【人力资源工作最大的bug是什么？就是当一个优秀且资深的HR，TA已经具备了很多不得了的特质时：沟通能力佳、总结能力强、会搞人际关系、八面玲珑、甚至还真懂公司业务，但如果TA本职还是人力资源线，那TA始终无法和优秀的业务线人员获取同价值的回报和地位】组织层面讲，这是HR这个工种本质决定的。是不是总感觉哪里不对劲？因为人力资源再顶天，也是服务于业务部门的。这个服务不是说HR要端茶倒水打扫卫生，而是指人力资源做的一切，都是为了业务部门乃至公司更好的运转，从而能产出更多利润，人力资源它本身无法盈利。（猎头公司和第三方人才服务机构，它们的盈利产品就是人及配套服务，而且这种公司也有内部HR）一个老板，他看重HR，是因为他更看重业务，他真的想让HR服务好业务。三支柱模式、要贴近业务、要用平等身份去沟通……等等这些，都是【方法论】，最终的目的都是想通过这种方式，去更好的服务业务部门。【HR工作的落地执行，需要公司和全体员工去完成和体现，它更像一个中间协调者和链接点。而人性又是复杂的，难以管理协调的，所以人力资源从业者成就感普遍低。】当一个人天天加班，最后成果都体现在业务部门各个升职加薪了，自己只落一声“辛苦了”，那能不后悔吗？二、个人技能积累较弱HR要变得优秀，要付出比其他岗位多太多的努力了，回报还不高。人力资源行业有个特点：如果纯按理论来说，那天花板很高，因为组织管理和人力资源管理那学问多了去了。但如果按实际情况来看，可操作和发展空间太小了。公司层面讲：搞一个组织和人事的变革，真的很难啊！能做好优化就很不错了！！个人层面讲：这不像程序员，我学多一个开发语言，就实打实多了新技术；也不像销售，我开拓了一个新客户，就实打实有了新人脉。HR多搞一场校招，是帮企业找到人了，那HR自己得到什么呢？别和我说什么项目经验去哄小孩。。。如果HR想推行一个新制度，懂得都懂有多难。所以广大普通HR从业者会很容易感觉迷茫和困惑，因为HR没有太多过硬的技术壁垒，也不会看证书给你职称。可能从业多年，只有个虚无缥缈的自我评价：我沟通能力不错啊，工作开展的都挺好啊，和大家也打成一片啊，我执行能力也强啊。但自己思考下，这是自己真的强呢，还是公司和平台给你的呢？三、变现能力弱其实看了网上很多HR相关的高赞回答，有心人会发现做人力资源这一行，有些聪明人的选择是什么：自己开个公众号/公司，给别人做职业规划、提供各种人力资源相关的咨询等。但其实这已经不是企业内部HR了，而是开始用自己的技能变现。但即便是技能变现，你用HR技能的变现能力和持续性强得过专门搞自媒体的嘛？强得过会编程搞网站App的嘛？强得过设计大触？强得过积累了客户资源直接自己做贸易、做生意的嘛？我也有认识的HR，自己兼职帮人修改简历、帮人提供面试咨询，还有个工作才3年的HR在那里给人做职业生涯规划。。。。说难听点，这些私活看着真是在喝汤渣，既耗时又收益低。工作没�?0年，我个人认为没有资格面向所有人去做职业生涯规划，说些洗脑而正确的废话。而类比到其他岗位�?年的经验，是不是可以接一些收益蛮高的私活了？而一�?年的HR，是可以给公司做管理咨询呢？还是人事改革咨询呢？-----------------------------------------------------------------------------------有些高赞爱拿彭蕾来做例子，这真是公众号的鸡汤套路罢了。请看百度：1999年加入阿里巴巴，彭蕾是阿里巴巴创始人即“阿里十八罗汉”之一，历年来带领过市场、服务和HR等多个部门，打造出了一套具有阿里巴巴特色的电商组织文化体系，在提升客户满意度及维持企业文化方面拥有丰富的经验。人家是实打实直接接触客户的，也领导过业务部门的。而不是那种天天蹲办公室，只会和业务部门喝茶聊八卦，连公司业务都说不清楚的HR好吧？所以如果想长期做人力资源，有以下几点：1、没啥事业追求，但擅长搞人际关系，图个四平八稳，到点嫁人生娃的，其实做HR很适合�?、心态摆好，别想着赚快钱、大钱了。最好得进大平台、大企业，尤其是刚毕业的。如果学历不好，进不去大公司，只能一直在100人的小公司、小作坊跳来跳去的，真诚建议转运营、转市场都好过做HR�?、社会口碑可能会越来越差，现�?96/007盛行，劳资矛盾日益增强，做HR得干了一些脏�?、有事业追求的，得一直忠于某个行业圈子的，不能换来换去。尤其是甲方HR。选好赛道，去懂业务。但很可能你会发现HRD就是没有业务模块同级别的某某D、某某O薪资高、话语权高、社会存在感高。所以心态还是要摆好�?、技能变�?自主创业，开猎头公司、公众号、提供咨询服务。这一块我也只是观察到市面上已存在的现象而已。想做好这个方向，已经不能单单只懂人力资源了，得懂公司运营、自媒体、金融财务等等，所以其实这个范畴已经脱离人力资源了。遇见神�? 次咨�?.0880 次赞同去咨询, , ,3.05e-05,-1
5,你后悔选择人力资源工作吗？,https://www.zhihu.com/question/375010303/answer/1436127597,何妮�?5017,2020-08-27T00:50:48.000Z,2022-11-25T08:00:34.000Z,343,3397, , , , ,0.52623278,0
6,��用户手册直接给他们看，那个东西其实没什么用，一大堆的说明文字和产品介绍，不如一个好的实操案例；3、形成闭环，系统数据的应用招聘漏斗、过程监控，由数据运营中台的同学发出关键岗位数据由各个招聘负责人自己体现在周报上对于迟迟无法关闭的岗位，做岗位操作报告同步给招聘或者协助他们给部门提优化意见季报、年中、年终总结，从系统提取数据做统一归集，基于业务需求和历史数据判断新一年的渠道开拓续约情况、猎头供应商的引进情况、年底招聘组绩效评价参考等等。明天大概如果不加班也会更新，for 怎么让招聘团队，实际了解业务，还有年后为什么没有更新，遇到的一些冲击和思考�?022.11.25更新最近因为我的书在研究盖洛普，感觉挺好玩的，周末写一下，然后把最近一年的情况大概梳理一下，先放个书签。以上~一个人走得慢，一群人走得远。希望我们一直在人力资源的道路上结伴而行，一起变得有才华有财花，祝大家越努力越幸运，越幸运越自由！我是妮蔻，一�?0后人力猫(>^ω^<)�?, , , , , , , , , , ,0.52623278,0
7,你后悔选择人力资源工作吗？,https://www.zhihu.com/question/375010303/answer/2238583123,王普�?8024,2021-11-23T06:26:28.000Z,2022-04-25T11:22:41.000Z,56,169,,我且来唱唱反调，单就我个人的感受而言，我是后悔的。这篇回答并不是要说人力资源有多不好有多累，而是想从我的角度给大家提供一个视角，看看人力资源工作的现实一面。提前说好，反驳的我希望不要用纯理论来跟我讲，如果你用的话，那你是对的。我的后悔来自于两个方面——局限性和无力感。我先来说说什么叫局限性。人力资源对个人的价值太依赖公司属性、行业、公司领导个人素质、公司氛围了。如果你在一家稍微高端的乙方公司（也就是咨询顾问那种）做人力资源，你是可以考虑不断精深专业做出具体价值的。你可以去做模型，可以去做调研，可以去开工作坊，可以引领行业内领先趋势的讨论，这都是不错的方向。但换到甲方，你确实可以在职位上不断精进，但如果想换部门或者换行业，壁垒是较为明显的。甲方的hr势必要处理公司的基础工作，同时关注部门、老板的需求，在大多数时候，其实是姿态较低的服务性部门。除非是老板想把财务、人力抓在手上，并且给予了较高的重视度，其它工作才好开展。这就是我为什么说太依赖公司领导个人素质和公司氛围。导向是个很重要的因素。换到在乙方公司处理本公司hr工作的人身上也一样，换个角度很多事情都不一样了。当引领行业趋势的精英成为业务部门，本身做hr的部门又容易踏入这样的局面。另外，行业上的壁垒是天然存在的，特别是传统企业和互联网。当然，我说的行业也偏广义，你在销售导向的公司做hr做久了，去生产导向的也会水土不服，都是一个意思。这种局限性带来的问题是，你的发展和你的技能关系不大，但和你的经验和能力关系很大。我说的技能是指人力资源专业知识，关系不是没有，但不起决定作用。经验和能力代表了你解决问题的方式以及你是否善于捕捉信息、观察环境、化为己用。可随着你的经验越累积越多，你对行业的依赖性就越高，越来越难以跳转。从人力资源转型管理或者业务的也不是没有，但是生意思维这个东西，恐怕不是你不停参与业务的会议就能得到的。所以很多做hrbp的最终能做到“我能听懂业务在说什么”，但不能做到“我知道业务想说什么想做什么”。这是关于局限性。关于无力感主要是在于工作成就和良心。做hr的都可以扪心自问，你确定产生价值的工作有多少，自说自话的工作有多少。hr赋能的工作大多是看不见的，可能一年到头反应在纸面上的就只有招了多少人，至于人效和人力成本，甚至都需要和业务部门一起来解决，且hr并不应该是主导。而一次次的培训之类的工作，有多少是顺老板的意出去玩会儿，有多少是潜移默化改变人的意识和公司氛围，大家应该心里有数。至于你出了多少制度，把绩效、薪资等等做得如何好，这些都是看不到的，甚至还要挨骂。所以很多hr选择了自我麻痹，因为确实太难体现价值了。每一次去谈解除合同都很痛苦，我想大概会想想，如果是我自己被谈话，会是怎样的场景。我之前写过一篇回答，关于人力资源体验的，其中讲到帮助一个快被开除的大学生，后来别人有很好的结果，但这种事也并不是每天发生。大多数时候你为别人争取的利益，别人自己都不知道，你也不可能拿出来天天说。这是关于无力感。但我仍然认为，做人力资源有价值，我也不会违背良心。只是如果我有更多选择，我想我一开始还是会和数据打交道。人心太复杂了。王普�? 次咨�?.050319 次赞同去咨询, , ,0.00087812,-1
8,你后悔选择人力资源工作吗？,https://www.zhihu.com/question/375010303/answer/1177180669,不安的远先生,30912,2020-04-24T09:36:28.000Z,2021-05-22T23:53:37.000Z,103,1044, , , ,0.52623278,0
9,你后悔选择人力资源工作吗？,https://www.zhihu.com/question/375010303/answer/2294175898,石之�?275,2022-01-01T07:46:08.000Z,2022-01-07T03:18:13.000Z,58,124,,说实话，作为一个误打误撞入行的人，还是有些后悔的，下面仅当分享经历。先说说背景：在985本科毕业，大四瞎JB找实习，去四大人力咨询实习了3个月，全程打杂做excel做PPT就算入行了，本人履历一直在偏组织和人才发展板块，其他领域基本接触很少，可能分享的经历比较片面，也不具备代表性，见谅第一份工作是国内的人力咨询公司，一线城市，当时�?K底薪吧，加上项目奖金也就7K8K的样子，服务的客户其实还是很不错的都是国内众多行业的龙头，但是类型特别的窄，都是人才发展人才测评人才盘点之类的工作，偶尔搞搞敬业度。传统的�?P岗位、薪酬、绩效都没的，更别说什么企业治理、高管长期激励、组织架构和人力管理体系这种值钱的活了。关键核心能力就是写PPT（应该是基于客户现状在以往老顾问的材料中套PPT才对）、写模型、做测评、写报告，本质上是个技术型流水线的活。公司也毫无培养体系全靠自生自灭，当然了用老板的话就是在战场上学习战争！实习生就去给人家做访谈，去做线下BEI测评，当初群体都是中高管，真是慌小屁孩一个。又比如写的胜任力模型要契合行业和业务实际，说实话，我懂个锤子行业实际，我就上网下两份券商行业报告，做几个访谈这就懂行业了？全靠公司以前模型库东拼西�?....身边同事倒是水平都还不错，学历也好，现在很多都是大厂HR。就这样做了一年多，把那个套路给摸熟了，年轻人心浮气躁，涨薪到7K5....跑路了第二份工作是一个上市公司总部的OD岗，现在回想起来真是职业生涯的一部臭棋，说是上市公司，人力资源管理水平差的一塌糊涂，到岗一个月只用我做部门和岗位说明书，随手写写领导都很满意，过了三个月写了个胜任力模型，做了一圈访谈，出了几分报告，领导大力赞扬。基本在混，每天6点半下班....当时应该混到一�?6W左右吧加上年底小奖金。主要工作都是很常规的人才标准、盘点（妈的测评工具都是自己做量表的那种，我说领导这没有常模啊这量表没用啊，他说没事，用就是了免费就行）、日常干部管理（也是贼拉胯，干部管理制度都自己上网抄的）偶尔做些调研和组织绩效的活，挂着ODtitle和组织毫无关系，后来因为和领导关系一般工作确实没有成长，干了1年多接近2年离职了，回头看可以说是挺浪费时间的。第三份工作是现在工作也算是一个大公司的OD岗，模块里面有专门做组织、编制和人效的同事，我主要还是人才相关。这一份工作就靠谱多了，虽说经常加班，但是工作内容和难度骤然提升，对自己能力有很大的锻炼，接触的一些项目公司治理、人才发展、人效管控类都很不错，薪酬因为在职就不方便透露了。当初干人力，糊里糊涂，刚毕业没人引导自己也不懂身边亲戚也毫无助力，盲头苍蝇一样，职业生涯确实还是需要尝试和规划的，现在小朋友很多在大学就三四份不同类型的实习了，很多时候人不一定知道自己喜欢什么，但尝试过之后，是知道自己不喜欢什么的。当时是真蠢啊。现在工作几年上了贼船，还哪有那么容易转行。就我目前遇到的做人力的2大问题，一是价值感成就感不太突出，二是，比较穷！一：价值感不突出，我想不仅是人才发展板块有的，其他很多板块也会面临。我就拿做TD永远绕不开的胜任力模型为例。这事经常沦为人力自嗨的活，耗时耗力一两个月，访谈、战略研讨、卡片研讨一大堆，搞一个破模型，除了人力哪个业务部门领导真的有心有时间去学、去记、去用。一个模型经常承载好几方的要求每个不专业的领导审批就给你加一点，越弄越复杂，本来简单还能落地，一搞复杂了，一个岗�?0个能力项，每个能力项几个行为点，妈的每个行为点还得等级分层，全员都蒙蔽，怎么可能能落地。我搞这玩意儿，对业务部门有锤子帮助？？？我拿着80年底麦克利兰的理论，�?1世纪去打仗，就像我拿着马刀打现代化战争一样。领导是满意，客户也满意，反正客户回款了，模型写很专业，但我自己不满意，我在干嘛啊到底，人类为什么可以写出如此规范的废话。做人才发展方案也是，搞半天链接胜任力、搞测评、出报告、配课程，搞半天，领导来一句为什么我每年投那么多培训费用，我业绩也不见上涨，你真是大聪明啊领导。我也想知道，就那些大路货领导力课程，真的有用？我也没法证明啊，培训到底对业绩贡献如何衡量，这多少行业大咖回答不来，我就一个刚入行的哪能解出这道题啊。业绩上不行，那我用个前测后测看行为变化？这不是自己给自己找事打脸吗？那些学员都是业务骨干忙得要死，能来培训就很给我面子了啊。活动顺顺利利办下来，员工总体满意，领导满意，宣传到位，我心满意足了，很难奢望学员培训完告诉我，哇你这培训太棒了，我学到了好多，人生都升华了，下次请问什么时候呀.....一般就是“辛苦你们了”二、穷：我现在也不闲，经常加班写方案，周末经常有活，但薪酬相比其他业务职群，相对较穷的我就懒得找数据了。大学舍友，一个在搞金融、一个自己创业卖铁，一个互联网运营，无疑我最穷。据我毫无根据不负责任的观察显示，快消（仅外企）、互联网（大厂）、房地产�?00名前都可以当然今年不太行）、金融相关HR是薪酬OK的，其他的都是比较穷的。穷到我开始兼职卖成人用品延时喷剂了（记得找我买喷剂，京东爆款特价）权当分享，抱怨抱怨，笑笑就过，不要迷茫，人生就是整点薯条！该认真干活还是要认真干活，人力圈子小呀，口碑重要！既然走了这条路了，那就努力把他走好吧�?, , ,7.066e-05,-1
